"Date","Open","High","Low","Close","Volume"
"09/06/2021","154.97","157.26","148.7","148.97","354,897,400"
"08/30/2021","149","154.98","148.61","154.3","386,760,940"
"08/23/2021","148.31","150.86","146.83","148.6","272,129,130"
"08/16/2021","148.535","151.68","144.5","148.19","429,624,470"
"08/09/2021","146.2","149.4444","145.3","149.1","299,579,350"
"08/02/2021","146.36","148.045","145.18","146.14","284,559,330"
"07/26/2021","148.27","149.83","142.54","145.86","423,324,000"
"07/19/2021","143.75","148.7177","141.67","148.56","441,563,680"
"07/12/2021","146.21","150","143.63","146.39","504,249,350"
"07/05/2021","140.07","145.65","140.07","145.11","418,559,700"
"06/28/2021","133.41","140","133.35","139.96","321,360,120"
"06/21/2021","130.3","134.64","129.21","133.11","354,155,890"
"06/14/2021","127.82","132.55","127.07","130.46","457,142,820"
"06/07/2021","126.17","128.46","124.8321","127.35","327,048,050"
"05/31/2021","125.08","126.16","123.13","125.89","278,314,490"
"05/24/2021","126.01","128.32","124.55","124.61","357,615,060"
"05/17/2021","126.82","128","122.86","125.43","386,224,030"
"05/10/2021","129.41","129.54","122.25","127.45","514,165,580"
"05/03/2021","132.04","134.07","126.7","130.21","453,802,300"
"04/26/2021","134.83","137.07","131.065","131.46","501,621,470"
"04/19/2021","133.51","135.53","131.3001","134.32","421,246,950"
"04/12/2021","132.52","135","130.63","134.16","444,178,800"
"04/05/2021","123.87","133.04","123.07","132.995","447,820,440"
"03/29/2021","121.65","124.18","118.86","123","359,904,050"
"03/22/2021","120.33","124.24","118.92","121.21","488,825,840"
"03/15/2021","121.41","127.22","119.675","119.99","626,770,360"
"03/08/2021","120.93","123.21","116.21","121.03","586,977,250"
"03/01/2021","123.75","128.72","117.57","121.42","663,456,700"
"02/22/2021","128.01","129.72","118.39","121.26","685,989,200"
"02/15/2021","135.49","136.01","127.41","129.87","363,187,150"
"02/08/2021","136.03","137.877","133.6921","135.37","345,543,140"
"02/01/2021","133.75","137.42","130.93","136.76","439,303,000"
"01/25/2021","143.07","145.09","130.21","131.96","716,990,960"
"01/18/2021","127.78","139.85","126.938","139.07","430,065,730"
"01/11/2021","129.19","131.45","126.86","127.14","483,029,140"
"01/04/2021","133.52","133.6116","126.382","132.05","610,791,200"
"12/28/2020","133.99","138.789","131.72","132.69","441,102,210"
"12/21/2020","125.02","134.405","123.449","131.97","433,757,150"
"12/14/2020","122.6","129.58","121.54","126.655","621,758,190"
"12/07/2020","122.31","125.95","120.15","122.41","452,278,660"
"11/30/2020","116.97","123.78","116.81","122.25","543,809,250"
"11/23/2020","117.18","117.6202","112.59","116.59","365,024,060"
"11/16/2020","118.92","120.99","116.81","117.34","389,493,360"
"11/09/2020","120.5","121.99","114.13","119.26","589,872,990"
"11/02/2020","109.11","119.62","107.32","118.69","609,571,800"
"10/26/2020","114.01","117.28","107.72","108.86","684,767,970"
"10/19/2020","119.96","120.419","114.28","115.04","519,569,630"
"10/12/2020","120.06","125.39","118.15","119.02","881,572,600"
"10/05/2020","113.91","117","112.25","116.97","548,575,040"
"09/28/2020","115.01","117.72","112.22","113.02","641,240,500"
"09/21/2020","104.54","112.86","103.1","112.28","847,212,600"
"09/14/2020","114.72","118.829","106.09","106.84","944,934,700"
"09/07/2020","113.95","120.5","110","112","771,441,800"
"08/31/2020","127.58","137.98","110.89","120.96","1,168,498,600"
"08/24/2020","128.6975","128.785","123.0525","124.8075","1,063,638,160"
"08/17/2020","116.0625","124.868","113.9625","124.37","835,694,840"
"08/10/2020","112.6","116.0425","109.1067","114.9075","941,897,920"
"08/03/2020","108.2","114.4125","107.8925","111.1125","1,003,410,240"
"07/27/2020","93.71","106.415","93.2475","106.26","847,594,480"
"07/20/2020","96.4163","99.25","89.145","92.615","665,408,720"
"07/13/2020","97.265","99.955","93.8775","96.3275","718,601,040"
"07/06/2020","92.5","96.3175","92.4675","95.92","564,071,880"
"06/29/2020","88.3125","92.6175","87.82","91.0275","495,648,080"
"06/22/2020","87.835","93.095","87.7875","88.4075","883,003,520"
"06/15/2020","83.3125","89.14","83.145","87.43","779,940,360"
"06/08/2020","82.5625","88.6925","81.83","84.7","811,827,120"
"06/01/2020","79.4375","82.9375","79.3025","82.875","497,963,160"
"05/25/2020","80.875","81.06","78.2725","79.485","525,861,400"
"05/18/2020","78.2925","80.2225","77.581","79.7225","533,098,800"
"05/11/2020","77.025","79.922","75.0525","76.9275","834,147,280"
"05/04/2020","72.2925","77.5875","71.5793","77.5325","672,915,920"
"04/27/2020","70.45","74.75","69.55","72.2675","790,053,720"
"04/20/2020","69.4875","70.7525","66.3575","70.7425","679,386,960"
"04/13/2020","67.0775","72.0625","66.4575","70.7","829,547,240"
"04/06/2020","62.725","67.925","62.345","66.9975","735,719,360"
"03/30/2020","62.685","65.6225","59.225","60.3525","837,011,040"
"03/23/2020","57.02","64.67","53.1525","61.935","1,384,663,240"
"03/16/2020","60.4875","64.77","57","57.31","1,620,263,240"
"03/09/2020","65.9375","71.61","62","69.4925","1,617,620,920"
"03/02/2020","70.57","76","69.43","72.2575","1,293,800,920"
"02/24/2020","74.315","76.045","64.0925","68.34","1,399,072,800"
"02/17/2020","78.84","81.1625","77.625","78.2625","477,017,800"
"02/10/2020","78.545","81.805","78.4625","81.2375","492,263,640"
"02/03/2020","76.075","81.305","75.555","80.0075","652,538,600"
"01/27/2020","77.515","81.9625","76.22","77.3775","867,105,360"
"01/20/2020","79.2975","80.8325","78.9125","79.5775","463,685,200"
"01/13/2020","77.91","79.685","77.3875","79.6825","653,269,720"
"01/06/2020","73.4475","78.1675","73.1875","77.5825","673,808,240"
"12/30/2019","72.365","75.15","71.305","74.3575","527,411,920"
"12/23/2019","70.1325","73.4925","70.0934","72.45","386,898,120"
"12/16/2019","69.25","70.6625","69.245","69.86","733,365,160"
"12/09/2019","67.5","68.825","66.2275","68.7875","569,633,080"
"12/02/2019","66.8175","67.75","64.0725","67.6775","460,360,160"
"11/25/2019","65.6775","67","65.625","66.8125","301,619,520"
"11/18/2019","66.45","67","65.1","65.445","456,241,840"
"11/11/2019","64.575","66.445","64.57","66.44","462,646,040"
"11/04/2019","64.3325","65.11","63.8413","65.035","424,056,320"
"10/28/2019","61.855","63.9825","59.315","63.955","654,221,920"
"10/21/2019","59.38","61.6825","59.33","61.645","405,078,360"
"10/14/2019","58.725","59.5335","58.3","59.1025","433,562,880"
"10/07/2019","56.5675","59.41","56.0825","59.0525","600,618,320"
"09/30/2019","55.225","57.055","53.783","56.7525","653,524,960"
"09/23/2019","54.7375","55.6225","54.285","54.705","471,138,520"
"09/16/2019","54.4325","55.94","54.3683","54.4325","581,410,680"
"09/09/2019","53.71","56.605","52.7675","54.6875","701,467,800"
"09/02/2019","51.6075","53.605","51.055","53.315","330,342,240"
"08/26/2019","51.465","52.6125","50.83","52.185","440,365,240"
"08/19/2019","52.655","53.6088","50.25","50.66","568,267,440"
"08/12/2019","49.905","53.035","49.7875","51.625","653,064,400"
"08/05/2019","49.4975","50.8825","48.145","50.2475","692,845,720"
"07/29/2019","52.115","55.3425","50.4075","51.005","879,082,040"
"07/22/2019","50.9125","52.4325","50.9025","51.935","348,612,560"
"07/15/2019","51.0225","51.625","50.59","50.6475","349,732,640"
"07/08/2019","50.2025","51.0975","49.6025","50.825","406,403,360"
"07/01/2019","50.7925","51.27","50.1625","51.0575","291,518,120"
"06/24/2019","49.635","50.3925","48.8225","49.48","469,474,480"
"06/17/2019","48.225","50.2125","48.0425","49.695","526,635,840"
"06/10/2019","47.9525","49.1975","47.575","48.185","447,372,080"
"06/03/2019","43.9","47.98","42.5675","47.5375","617,392,640"
"05/27/2019","44.73","45.1475","43.7475","43.7675","418,765,280"
"05/20/2019","45.88","47","44.4525","44.7425","627,880,520"
"05/13/2019","46.9275","48.1172","45.7125","47.25","745,661,880"
"05/06/2019","51.0725","52.21","48.1925","49.295","694,654,520"
"04/29/2019","51.1","53.8275","49.7775","52.9375","741,910,200"
"04/22/2019","50.7075","52.12","50.53","51.075","382,529,960"
"04/15/2019","49.645","51.0375","49.5025","50.965","384,973,280"
"04/08/2019","49.105","50.7125","49.0525","49.7175","526,018,720"
"04/01/2019","47.91","49.275","47.095","49.25","443,367,400"
"03/25/2019","47.8775","48.22","46.145","47.4875","669,817,360"
