"Date","Open","High","Low","Close","Volume"
"11/07/2022","87.28","96.93","86.85","96.41","180,987,660"
"10/31/2022","95.42","96.03","83.34","86.58","248,287,590"
"10/24/2022","101.8","104.82","91.8","96.29","260,474,990"
"10/17/2022","98.86","103.47","97.72","101.13","134,072,840"
"10/10/2022","99","100.69","94.3836","96.56","126,593,770"
"10/03/2022","96.76","102.9254","96.521","98.68","128,836,460"
"09/26/2022","98.1","100.7","95.56","95.65","153,600,470"
"09/19/2022","101.75","103.33","97.47","98.74","146,965,260"
"09/12/2022","110.99","111.62","100.94","102.8","164,520,200"
"09/05/2022","107.3","110.99","105.78","110.65","95,687,130"
"08/29/2022","109.99","110.95","107.26","107.85","129,853,030"
"08/22/2022","115.2","116.72","110.19","110.34","109,264,130"
"08/15/2022","121.13","122.43","116.76","117.21","101,180,210"
"08/08/2022","118.39","121.68","115.71","121.68","112,576,220"
"08/01/2022","115.3","118.78","113.72","117.47","115,531,780"
"07/25/2022","108.41","116.705","104.07","116.32","212,580,310"
"07/18/2022","112.64","115.4","106.5","107.9","196,873,320"
"07/11/2022","117.998","117.998","108.373","111.7775","188,697,580"
"07/04/2022","107.1005","119.685","105.7315","119.3535","156,005,060"
"06/27/2022","118.273","118.5795","106.7305","108.7375","175,663,260"
"06/20/2022","108.9295","118.079","108.6","117.975","147,715,540"
"06/13/2022","106.7865","111.4235","105.046","107.1435","223,717,840"
"06/06/2022","116.7045","119.347","110.3661","111.1615","158,519,540"
"05/30/2022","112.7465","117.8995","112.0785","114.541","150,745,520"
"05/23/2022","109.5875","112.318","101.8847","112.3165","230,083,400"
"05/16/2022","114.9555","116.9","105.7964","108.908","167,276,940"
"05/09/2022","113.25","117.875","109.8245","116.0505","207,112,640"
"05/02/2022","113.405","122.8545","112.6","115.7465","195,965,820"
"04/25/2022","119.101","123.2775","112.7365","114.1095","302,564,360"
"04/18/2022","127","131.399","118.925","119.6355","172,322,760"
"04/11/2022","131.8235","132.0925","126.601","126.73","129,118,980"
"04/04/2022","140.3585","143.712","132.9655","133.2875","131,233,840"
"03/28/2022","140.9005","143.7935","138.3075","140.1505","152,717,200"
"03/21/2022","136.1635","142.035","134.0923","141.673","138,020,260"
"03/14/2022","130.25","136.244","125.275","136.1255","178,138,580"
"03/07/2022","131.488","133.7955","125.6747","129.8705","181,193,280"
"02/28/2022","133.05","136.4395","130.3375","131.9065","143,933,460"
"02/21/2022","129.8381","135.2715","124.9532","134.4595","168,637,820"
"02/14/2022","133.2565","138.1085","130.1965","130.403","170,602,580"
"02/07/2022","144.25","144.25","133.4","134.2825","228,689,780"
"01/31/2022","134.162","151.5466","132.2095","143.293","361,344,300"
"01/24/2022","125.978","133.3565","124.5","133.351","239,164,560"
"01/17/2022","136.175","137.9595","130.0865","130.3515","149,094,300"
"01/10/2022","135.078","142.85","133.1645","139.4805","160,347,740"
"01/03/2022","145.055","146.4849","135.7665","137.017","178,804,640"
"12/27/2021","147.256","148.344","144.852","144.852","85,849,120"
"12/20/2021","140","148.2435","139.321","146.9165","108,653,540"
"12/13/2021","147.7815","147.97","141.2148","141.725","186,554,360"
"12/06/2021","143.0405","149.1","140.15","148.0015","134,861,200"
"11/29/2021","144","146.2975","140.2145","142.0015","179,142,500"
"11/22/2021","149.3325","149.8295","141.8425","142.183","106,369,740"
"11/15/2021","148.9005","150.9665","147.24","148.9265","131,338,140"
"11/08/2021","149.825","150.6147","144.5375","148.678","111,429,520"
"11/01/2021","148.046","150.3275","143.2255","148.852","184,664,720"
"10/25/2021","137.55","148.65","135.424","148.046","248,955,360"
"10/18/2021","141.0765","143.6625","136.056","137.5665","140,728,440"
"10/11/2021","139.292","141.718","135.76","141.368","136,150,560"
"10/04/2021","135.9605","140.331","131.05","139.7855","159,605,460"
"09/27/2021","140.8043","141.9385","133.556","136.543","171,891,840"
"09/20/2021","138.1615","142.3303","136.3218","142.215","140,840,400"
"09/13/2021","141.9495","144.4505","140.4698","140.8","148,755,160"
"09/06/2021","143.8345","144.7185","140.7378","140.876","90,638,560"
"08/30/2021","144.4","146.2537","142.4005","143.7395","121,031,560"
"08/23/2021","137.9695","144.5125","137.6075","144.004","112,961,620"
"08/16/2021","137.5249","138.3625","134.25","137.4295","116,348,200"
"08/09/2021","135.9425","137.8565","135.3392","137.7275","84,998,380"
"08/02/2021","135.117","136.4725","133.3195","135.7385","100,429,220"
"07/26/2021","133.3282","138.297","130.104","134.7265","237,703,060"
"07/19/2021","126.0895","133.399","123.505","133.015","130,838,500"
"07/12/2021","126.178","129.3263","125.6107","126.97","105,303,720"
"07/05/2021","125.6485","127.284","124.022","125.5185","92,883,620"
"06/28/2021","122.6785","125.404","121.3545","125.2575","120,223,120"
"06/21/2021","120.5005","123.0955","119.8985","122.5085","124,919,540"
"06/14/2021","121.613","122.7755","119.47","120.111","142,095,640"
"06/07/2021","119.4718","122.086","119.05","121.51","114,165,840"
"05/31/2021","118.722","119.9515","116.476","119.6785","87,675,060"
"05/24/2021","115.7445","119.4525","115.5978","117.8425","132,558,620"
"05/17/2021","113.1785","115.9445","111.272","114.7065","140,449,200"
"05/10/2021","116.407","116.55","109.681","113.919","176,692,880"
"05/03/2021","118.2455","119.0775","112.834","117.5965","153,785,300"
"04/26/2021","115.226","121.569","114.308","117.675","243,620,080"
"04/19/2021","113.509","115.3059","112.016","114.9965","129,038,500"
"04/12/2021","112.706","114.8","111.391","114.1375","127,165,840"
"04/05/2021","107.3575","113.6985","107.2602","113.5335","162,693,880"
"03/29/2021","101.108","106.7875","100.2725","106.489","136,259,480"
"03/22/2021","101.3815","103.38","99.8045","101.2365","150,854,840"
"03/15/2021","102.2488","105.684","100.1465","101.348","162,282,520"
"03/08/2021","104.203","105.687","100.2595","102.5","159,408,700"
"03/01/2021","102.4","105.31","99.7","104.8535","187,833,620"
"02/22/2021","102.68","104.416","99.5115","101.0955","168,322,520"
"02/15/2021","104.5875","107.257","104.1715","104.4405","111,817,200"
"02/08/2021","105","105.75","102.612","104.7515","115,293,200"
"02/01/2021","92.2292","105.3312","92.2292","104.4415","282,926,820"
"01/25/2021","95.637","96.091","89.864","91.368","264,369,380"
"01/18/2021","87.15","96.604","86.6415","94.628","197,213,780"
"01/11/2021","88.851","89.219","85.5855","86.381","148,435,080"
"01/04/2021","88","89.9677","84.8051","89.8915","181,692,260"
"12/28/2020","87.2455","89.4235","86.4","87.632","89,472,220"
"12/21/2020","85.4565","87.2055","84.7","86.708","86,637,160"
"12/14/2020","88.536","89.49","85.75","86.311","199,228,820"
"12/07/2020","90.7775","91.4645","86.6763","88.74","121,268,640"
"11/30/2020","88.7825","92.1915","87.392","91.188","144,477,280"
"11/23/2020","87.011","89.8505","85.509","89.351","84,947,760"
"11/16/2020","88.207","89.717","86.501","86.819","114,709,320"
"11/09/2020","89.799","90.8445","85.806","88.613","184,544,560"
"11/02/2020","81.177","89.5909","80.6054","87.9865","215,384,600"
"10/26/2020","80.75","84.0657","75.424","80.8055","262,233,400"
"10/19/2020","78.7965","81.706","76.025","81.649","192,835,900"
"10/12/2020","76.9","79.421","76.465","78.385","193,036,220"
"10/05/2020","73.1325","75.5925","71.6615","75.5225","142,848,000"
"09/28/2020","73.5995","74.7535","72.314","72.78","167,637,420"
"09/21/2020","71.581","73.1985","70.1075","71.953","193,470,680"
"09/14/2020","76.5824","77.85","71.581","72.5545","190,907,500"
"09/07/2020","76.25","78.683","74.651","75.788","157,003,900"
"08/31/2020","82.1785","86.3051","76.8985","79.0605","218,195,100"
"08/24/2020","79.6235","82.6395","78.752","81.9715","156,748,340"
"08/17/2020","75.7985","79.594","75.25","78.7785","140,075,640"
"08/10/2020","74.54","76.8487","73.8745","75.2315","118,510,240"
"08/03/2020","74.55","76.0045","73.2015","74.9185","172,915,340"
"07/27/2020","75.663","77.0445","72.7","74.3975","208,279,900"
"07/20/2020","75.75","79.3525","74.3795","75.4105","146,019,480"
"07/13/2020","77.497","78.818","74.2963","75.8425","172,838,220"
"07/06/2020","74.4075","77.067","73.8488","76.9505","196,600,240"
"06/29/2020","68.017","74.426","67.5825","73.4965","184,760,740"
"06/22/2020","71.2505","73.7895","67.75","68.127","220,383,100"
"06/15/2020","69.4745","73.11","69.3598","71.232","179,504,320"
"06/08/2020","71.314","73.6385","69.29","70.646","183,083,020"
"06/01/2020","71.285","72.4505","70.3005","72.001","145,988,360"
"05/25/2020","72.098","72.2555","69.73","71.676","148,519,640"
"05/18/2020","68.079","70.85","67.71","70.662","176,420,280"
"05/11/2020","68.8395","70.7765","66.165","68.653","185,207,000"
"05/04/2020","65.4065","69.832","64.8005","69.217","166,252,000"
"04/27/2020","64.6","68.0075","61.519","65.866","337,958,120"
"04/20/2020","63.4945","64.4075","60.25","63.83","202,898,300"
"04/13/2020","60.075","64.5","59.1166","63.95","253,248,260"
"04/06/2020","56.65","61.0995","56.25","60.3285","219,301,640"
"03/30/2020","56.632","58.67","53.754","54.635","283,770,900"
"03/23/2020","52.8185","58.574","50.4435","55.513","385,946,180"
"03/16/2020","54.4805","57.6305","51.85","53.4105","429,701,000"
"03/09/2020","60.248","63.7925","55.4235","60.7135","352,682,080"
"03/02/2020","67.5695","70.4095","62.8605","64.787","278,654,560"
"02/24/2020","71.1525","71.8423","63.4105","66.9625","293,451,180"
"02/17/2020","75.717","76.537","73.9245","74.173","116,931,560"
"02/10/2020","73.8615","76.494","73.76","75.9365","150,307,400"
"02/03/2020","73.0825","74.315","71.1015","73.9555","270,612,960"
"01/27/2020","71.577","73.4835","70.975","71.639","156,433,260"
"01/20/2020","73.95","75.0291","73.159","73.3085","133,827,780"
"01/13/2020","71.7625","74.0275","71.2685","73.976","156,913,740"
"01/06/2020","67.5815","71.747","67.55","71.448","176,133,780"
"12/30/2019","67.8405","68.6875","66.6065","68.076","90,230,940"
"12/23/2019","67.9365","68.3535","67.2083","67.732","80,301,000"
"12/16/2019","67.75","68.2165","67.4375","67.561","165,133,400"
"12/09/2019","66.943","67.8777","66.7","67.3435","131,535,540"
"12/02/2019","65.128","67.1235","63.8525","66.9695","149,093,340"
"11/25/2019","64.813","65.882","64.7805","65.2045","77,147,040"
"11/18/2019","66.617","66.696","64.4605","64.6835","132,102,460"
"11/11/2019","65.2","66.677","64.6073","66.677","133,145,620"
"11/04/2019","63.8055","66.1325","63.8055","65.45","155,984,220"
"10/28/2019","63.75","64.962","62.474","63.6125","208,001,600"
"10/21/2019","62.435","63.4","61.9925","63.215","119,678,260"
"10/14/2019","60.6945","63.1875","60.594","62.2205","120,169,420"
"10/07/2019","60.35","61.4375","59.474","60.7855","90,387,160"
"09/30/2019","61.03","61.6429","58.157","60.548","139,004,340"
"09/23/2019","61.3285","62.401","60.46","61.2975","145,640,020"
"09/16/2019","61.522","62.217","60.8235","61.492","122,712,280"
"09/09/2019","60.354","62.1208","59.6585","62.0015","138,621,860"
"09/02/2019","59.0925","60.7","58.1857","60.316","92,620,360"
"08/26/2019","57.9725","60.0175","57.7422","59.5265","99,174,340"
"08/19/2019","59.5915","60.4695","57.5","57.679","112,454,960"
"08/12/2019","59","60.2715","58.0535","58.9605","140,017,720"
"08/05/2019","58.6485","60.314","57.1375","59.445","165,076,380"
"07/29/2019","62.125","62.4498","59.5","59.816","180,292,440"
"07/22/2019","56.7735","63.4197","56.1855","62.261","252,761,700"
"07/15/2019","57.267","57.929","56.5625","56.5775","114,717,760"
"07/08/2019","56.2935","57.662","55.3575","57.267","137,960,020"
"07/01/2019","55.052","56.7325","54.7665","56.6332","99,875,280"
"06/24/2019","56","56.1785","53.6844","54.14","148,329,300"
"06/17/2019","54.455","56.3285","54.4","56.2685","155,811,960"
"06/10/2019","53.85","55.2002","53.48","54.315","131,097,920"
"06/03/2019","53.3465","53.6715","51.3515","53.4185","277,237,260"
"05/27/2019","57.074","57.8245","55.1675","55.325","106,859,280"
"05/20/2019","57.65","58.189","56.658","56.9305","113,759,220"
"05/13/2019","57.262","59.708","56.07","58.439","205,995,820"
"05/06/2019","58.6","59.7715","57.3185","58.382","155,103,120"
"04/29/2019","64.0255","64.8487","57.9165","59.4775","363,097,080"
"04/22/2019","61.8335","63.9455","61.6685","63.871","131,824,280"
"04/15/2019","61.2045","62.297","60.728","62.0735","100,527,900"
"04/08/2019","60.5555","61.1525","59.919","61.1365","98,160,560"
"04/01/2019","59.377","61.03","59.318","60.5725","108,510,160"
"03/25/2019","59.978","60.472","58.1715","58.8445","140,894,100"
