"Date","Open","High","Low","Close","Volume"
"03/29/2021","205.2133","230.8067","197.0033","220.5833","410,115,102"
"03/22/2021","228.1966","233.2066","199.9633","206.2366","530,630,873"
"03/15/2021","231.3633","237.7266","208.2067","218.29","534,763,854"
"03/08/2021","200.1833","239.2833","186.2633","231.2433","749,261,145"
"03/01/2021","230.0366","291.3133","179.83","199.3166","709,177,121"
"02/22/2021","254.2133","256.1666","206.3333","225.1666","662,269,806"
"02/15/2021","272.6666","273.6666","254.0033","260.4333","248,389,645"
"02/08/2021","289.89","292.59","261.7768","272.04","350,779,595"
"02/01/2021","271.43","293.5","265.1867","284.0766","307,381,262"
"01/25/2021","285","300.1333","260.0333","264.51","459,023,325"
"01/18/2021","279.2666","286.5","276.2066","282.2133","275,092,498"
"01/11/2021","283.1333","289.3333","267.874","275.3866","627,543,963"
"01/04/2021","239.82","294.83","239.0631","293.34","756,413,506"
"12/28/2020","224.8366","239.5733","218.3333","235.2233","443,056,005"
"12/21/2020","222.08","222.8333","204.7433","220.59","497,836,370"
"12/14/2020","206.3333","231.6666","201.6666","231.6666","1,253,269,207"
"12/07/2020","201.6399","218.1066","188.78","203.33","916,272,241"
"11/30/2020","200.7366","202.6","180.4033","199.68","669,344,587"
"11/23/2020","167.8333","199.5933","167.2633","195.2533","571,200,147"
"11/16/2020","136.31","169.537","134.6956","163.2033","784,374,708"
"11/09/2020","146.5","150.8333","132.01","136.1667","366,737,496"
"11/02/2020","131.3333","146.6667","130.7667","143.3167","436,909,335"
"10/26/2020","137.21","143.5","126.37","129.3467","424,860,133"
"10/19/2020","148.7467","149","135.7934","140.21","522,074,332"
"10/12/2020","147.3333","155.3","145.5333","146.5567","569,245,317"
"10/05/2020","141.1167","146.3333","135.35","144.6667","619,030,682"
"09/28/2020","141.54","149.6267","137.2","138.3633","811,134,110"
"09/21/2020","151.0433","151.8933","117.1","135.78","1,343,704,035"
"09/14/2020","126.9833","153.98","124.4333","147.3833","1,248,154,865"
"09/07/2020","118.6667","132.9967","109.96","124.24","1,021,738,722"
"08/31/2020","148.2033","167.4966","124.0067","139.44","1,507,763,971"
"08/24/2020","141.7517","154.5661","128.5014","147.5601","1,331,040,984"
"08/17/2020","111.8001","139.6994","111.5221","136.6654","1,365,351,816"
"08/10/2020","96.5334","111.2534","91","110.0474","1,065,747,188"
"08/03/2020","96.6134","101.8274","94.334","96.8474","556,365,982"
"07/27/2020","95.6667","104.3134","94.2001","95.384","917,283,471"
"07/20/2020","101.2674","112.6001","91.1027","94.4667","1,367,472,068"
"07/13/2020","110.6001","119.6661","95.4","100.056","1,536,030,612"
"07/06/2020","85.1127","103.2611","84.403","102.9767","1,401,389,000"
"06/29/2020","64.6007","81.8667","63.2347","80.5774","847,828,436"
"06/22/2020","66.6634","67.4667","62.4767","63.9827","626,949,707"
"06/15/2020","61.186","67.9467","60.5667","66.7267","871,060,740"
"06/08/2020","61.2667","68.4987","60.6107","62.352","1,152,091,525"
"06/01/2020","57.2","60.5774","56.94","59.044","799,499,584"
"05/25/2020","55.6334","55.6667","52.3334","55.6667","580,912,658"
"05/18/2020","55.1854","55.648","53.0667","54.4587","763,288,838"
"05/11/2020","52.7007","56.2194","50.8867","53.278","1,135,388,732"
"05/04/2020","46.7334","54.9334","46.5334","54.628","1,125,145,839"
"04/27/2020","49.174","57.988","45.536","46.7547","1,696,844,751"
"04/20/2020","48.8467","51.038","44.9194","48.3434","1,134,818,432"
"04/13/2020","39.344","51.6634","38.702","50.2594","1,656,224,472"
"04/06/2020","34.08","38.3455","33.1974","38.2","886,914,157"
"03/30/2020","34.0174","36.1974","29.76","32.0007","1,283,148,109"
"03/23/2020","28.9067","37.3334","27.3667","34.2907","1,385,578,707"
"03/16/2020","31.3","32.9913","23.3673","28.502","1,901,266,450"
"03/09/2020","40.3594","44.5334","33.4667","36.4414","1,314,465,392"
"03/02/2020","47.4174","53.7987","45.618","46.8987","1,268,152,617"
"02/24/2020","55.9334","57.5667","40.768","44.5327","1,432,166,434"
"02/17/2020","56.1067","62.9854","55.4907","60.0667","1,111,434,494"
"02/10/2020","53.3334","54.666","49","53.3354","1,355,881,722"
"02/03/2020","44.9127","64.5994","44.9014","49.8714","3,203,103,949"
"01/27/2020","36.1327","43.5334","35.952","43.3714","1,325,072,037"
"01/20/2020","35.35","39.6334","35.2274","37.6547","1,247,656,476"
"01/13/2020","32.9","36.494","32.8","34.0333","1,626,456,387"
"01/06/2020","29.3647","33.2533","29.3333","31.8767","1,515,089,993"
"12/30/2019","28.586","30.2667","26.8053","29.534","753,701,863"
"12/23/2019","27.452","29.0207","27.3333","28.692","629,889,540"
"12/16/2019","24.17","27.5333","24.1667","27.0393","1,106,498,821"
"12/09/2019","22.4393","24.3473","22.3387","23.8927","587,247,037"
"12/02/2019","21.96","22.5907","21.8167","22.3927","443,814,227"
"11/25/2019","22.9547","22.9713","21.8067","21.996","424,966,242"
"11/18/2019","23.5278","24.08","22","22.2027","627,887,700"
"11/11/2019","22.93","23.7553","22.8","23.478","556,577,736"
"11/04/2019","20.9867","22.7667","20.6173","22.476","663,194,067"
"10/28/2019","21.836","22.7227","20.6533","20.8873","789,708,430"
"10/21/2019","17.222","22","16.6787","21.8753","1,211,619,834"
"10/14/2019","16.5267","17.652","16.4753","17.13","509,149,665"
"10/07/2019","15.32","16.7387","15.2367","16.526","577,888,271"
"09/30/2019","16.2","16.3967","14.952","15.4287","623,368,773"
"09/23/2019","16","16.5807","14.5573","16.142","749,684,565"
"09/16/2019","16.4","16.5446","15.8773","16.0413","364,387,422"
"09/09/2019","15.3333","16.9","15.2627","16.3467","504,352,518"
"09/02/2019","14.9387","15.32","14.6137","15.1633","340,828,870"
"08/26/2019","14.24","15.496","14.1027","15.0407","423,369,463"
"08/19/2019","14.9473","15.2727","14.0667","14.0933","486,100,063"
"08/12/2019","15.5327","15.7333","14.1033","14.6627","488,022,565"
"08/05/2019","15.3067","15.9867","15.05","15.6673","398,123,380"
"07/29/2019","15.1393","16.4453","15.0688","15.6227","614,347,942"
"07/22/2019","17.25","17.738","14.8167","15.2027","830,822,345"
"07/15/2019","16.5333","17.3307","16.324","17.212","610,900,179"
"07/08/2019","15.416","16.3587","15.152","16.3387","568,980,676"
"07/01/2019","15.3473","16.1047","14.8147","15.54","581,457,894"
"06/24/2019","14.8827","15.1487","14.49","14.8973","504,466,908"
"06/17/2019","14.3653","15.6493","14.2847","14.7907","775,098,558"
"06/10/2019","14.0167","14.892","13.834","14.328","795,566,333"
"06/03/2019","12.3673","14.0667","11.7995","13.6333","1,149,424,975"
"05/27/2019","12.7467","13","12.2733","12.344","609,220,871"
"05/20/2019","13.52","13.8267","12.4147","12.7087","1,468,484,266"
"05/13/2019","15.4673","15.6333","13.928","14.0687","759,796,586"
"05/06/2019","16.668","17.2233","15.7347","15.968","612,922,314"
"04/29/2019","15.724","17.1073","15.4333","17.002","1,180,560,085"
"04/22/2019","17.9333","17.9787","15.4087","15.676","1,149,639,040"
"04/15/2019","17.9087","18.3333","17.242","18.2173","424,177,034"
"04/08/2019","18.5127","18.744","17.7067","17.8467","597,293,116"
"04/01/2019","18.8413","19.7447","17.3727","18.3307","872,097,733"
"03/25/2019","17.314","18.6887","16.964","18.6573","585,668,826"
